"has_null","wave","gender","age","age_o","d_age","d_d_age","race","race_o","samerace","importance_same_race","importance_same_religion","d_importance_same_race","d_importance_same_religion","field","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","d_pref_o_attractive","d_pref_o_sincere","d_pref_o_intelligence","d_pref_o_funny","d_pref_o_ambitious","d_pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","d_attractive_o","d_sinsere_o","d_intelligence_o","d_funny_o","d_ambitous_o","d_shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","d_attractive_important","d_sincere_important","d_intellicence_important","d_funny_important","d_ambtition_important","d_shared_interests_important","attractive","sincere","intelligence","funny","ambition","d_attractive","d_sincere","d_intelligence","d_funny","d_ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","d_attractive_partner","d_sincere_partner","d_intelligence_partner","d_funny_partner","d_ambition_partner","d_shared_interests_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","d_sports","d_tvsports","d_exercise","d_dining","d_museums","d_art","d_hiking","d_gaming","d_clubbing","d_reading","d_tv","d_theater","d_movies","d_concerts","d_music","d_shopping","d_yoga","interests_correlate","d_interests_correlate","expected_happy_with_sd_people","expected_num_interested_in_me","expected_num_matches","d_expected_happy_with_sd_people","d_expected_num_interested_in_me","d_expected_num_matches","like","guess_prob_liked","d_like","d_guess_prob_liked","met","decision","decision_o","match"
1,1,female,25,28,3,[2-3],European/Caucasian-American,European/Caucasian-American,1,8,4,[6-10],[2-5],Economics,50,0,25,10,0,15,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],7,7,6,8,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],35,10,35,10,10,0,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],8,9,8,9,8,[6-8],[9-10],[6-8],[9-10],[6-8],9,9,9,9,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],-0.15,[-1-0],4,2,?,[0-4],[0-3],[0-2],9,7,[9-10],[7-10],0,0,1,0
1,1,female,25,24,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,8,4,[6-10],[2-5],Economics,100,0,0,0,0,0,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],5,6,8,5,8,6,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],35,10,35,10,10,0,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],8,9,8,9,8,[6-8],[9-10],[6-8],[9-10],[6-8],8,7,9,7,9,7,[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],-0.47,[-1-0],4,2,?,[0-4],[0-3],[0-2],8,7,[6-8],[7-10],0,0,0,0
0,1,female,23,27,4,[4-6],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,35,20,20,20,0,5,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],6,7,8,7,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],4,10,8,5,8,7,[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],-0.18,[-1-0],1,2,2,[0-4],[0-3],[0-2],6,7,[6-8],[7-10],0,0,0,0
0,1,female,23,22,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,60,0,0,40,0,0,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],6,5,10,6,6,5,[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],8,7,8,10,7,8,[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],-0.18,[-1-0],1,2,2,[0-4],[0-3],[0-2],8,1,[6-8],[0-4],1,0,0,0
0,1,female,23,22,1,[0-1],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,[0-1],[0-1],Law,19,18,19,18,14,12,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,10,10,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],4,7,8,8,6,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],0.05,[0-0.33],1,2,2,[0-4],[0-3],[0-2],4,1,[0-5],[0-4],0,0,1,0
0,1,female,23,23,0,[0-1],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,30,5,15,40,5,5,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],7,7,7,9,9,9,[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],8,10,7,10,7,10,[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],-0.18,[-1-0],1,2,2,[0-4],[0-3],[0-2],8,10,[6-8],[7-10],1,1,1,1
0,1,female,23,24,1,[0-1],European/Caucasian-American,'Latino/Hispanic American',0,1,1,[0-1],[0-1],Law,30,10,20,10,10,20,[21-100],[0-15],[16-20],[0-15],[0-15],[16-20],8,8,9,8,8,9,[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],6,9,8,9,8,9,[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],0.21,[0-0.33],1,2,2,[0-4],[0-3],[0-2],7,7,[6-8],[7-10],0,0,1,0
0,1,female,23,25,2,[2-3],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,50,0,30,10,0,10,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],6,6,7,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],5,10,8,4,8,2,[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],0.37,[0.33-1],1,2,2,[0-4],[0-3],[0-2],4,3,[0-5],[0-4],0,0,1,0
0,1,female,23,30,7,[7-37],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,35,15,25,10,5,10,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],7,6,3,5,6,5,[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],7,10,10,7,10,5,[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],0.35,[0.33-1],1,2,2,[0-4],[0-3],[0-2],5,1,[0-5],[0-4],0,0,1,0
0,1,female,23,27,4,[4-6],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,33.33,11.11,11.11,11.11,11.11,22.22,[21-100],[0-15],[0-15],[0-15],[0-15],[21-100],6,7,8,6,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],5,9,9,5,9,7,[0-5],[9-10],[9-10],[0-5],[9-10],[6-8],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],0.15,[0-0.33],1,2,2,[0-4],[0-3],[0-2],6,6,[6-8],[5-6],0,0,0,0
0,1,female,23,28,5,[4-6],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,50,0,25,10,0,15,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],7,7,7,10,9,10,[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],9,8,10,10,7,8,[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],-0.47,[-1-0],1,2,2,[0-4],[0-3],[0-2],8,8,[6-8],[7-10],0,1,1,1
0,1,female,23,24,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,1,1,[0-1],[0-1],Law,100,0,0,0,0,0,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],7,8,8,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,8,9,7,8,[6-8],[6-8],[9-10],[6-8],[6-8],8,9,10,10,8,8,[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],-0.19,[-1-0],1,2,2,[0-4],[0-3],[0-2],10,8,[9-10],[7-10],0,1,0,0
1,1,female,21,27,6,[4-6],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,35,20,20,20,0,5,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],6,8,8,8,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],5,8,8,2,2,2,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],-0.43,[-1-0],7,10,?,[7-10],[10-20],[0-2],7,5,[6-8],[5-6],0,0,0,0
1,1,female,21,22,1,[0-1],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,60,0,0,40,0,0,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],6,7,10,7,6,5,[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],8,6,6,5,5,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0,[-1-0],7,10,?,[7-10],[10-20],[0-2],6,4,[6-8],[0-4],1,0,0,0
1,1,female,21,22,1,[0-1],European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,1,[6-10],[0-1],Law,19,18,19,18,14,12,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,10,10,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],4,6,8,8,6,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],-0.17,[-1-0],7,10,?,[7-10],[10-20],[0-2],6,5,[6-8],[5-6],1,0,1,0
1,1,female,21,23,2,[2-3],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,30,5,15,40,5,5,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],6,8,6,8,10,10,[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],8,5,5,7,7,9,[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0.08,[0-0.33],7,10,?,[7-10],[10-20],[0-2],8,2,[6-8],[0-4],1,1,1,1
1,1,female,21,24,3,[2-3],European/Caucasian-American,'Latino/Hispanic American',0,8,1,[6-10],[0-1],Law,30,10,20,10,10,20,[21-100],[0-15],[16-20],[0-15],[0-15],[16-20],5,9,9,7,9,5,[0-5],[9-10],[9-10],[6-8],[9-10],[0-5],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],6,7,7,5,4,8,[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],-0.16,[-1-0],7,10,?,[7-10],[10-20],[0-2],7,4,[6-8],[0-4],0,0,0,0
1,1,female,21,25,4,[4-6],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,50,0,30,10,0,10,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],5,8,7,7,7,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],5,6,7,5,7,8,[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0.06,[0-0.33],7,10,?,[7-10],[10-20],[0-2],7,3,[6-8],[0-4],0,1,0,0
1,1,female,21,30,9,[7-37],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,35,15,25,10,5,10,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],2,3,4,4,5,3,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],6,6,8,5,5,6,[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],-0.05,[-1-0],7,10,?,[7-10],[10-20],[0-2],6,3,[6-8],[0-4],0,1,0,0
1,1,female,21,27,6,[4-6],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,33.33,11.11,11.11,11.11,11.11,22.22,[21-100],[0-15],[0-15],[0-15],[0-15],[21-100],5,5,6,5,5,5,[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],5,5,7,6,7,5,[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0.07,[0-0.33],7,10,?,[7-10],[10-20],[0-2],6,4,[6-8],[0-4],0,1,0,0
1,1,female,21,28,7,[7-37],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,50,0,25,10,0,15,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],5,9,9,9,9,6,[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],7,5,7,8,7,9,[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],-0.13,[-1-0],7,10,?,[7-10],[10-20],[0-2],9,4,[9-10],[0-4],0,1,1,1
1,1,female,21,24,3,[2-3],European/Caucasian-American,European/Caucasian-American,1,8,1,[6-10],[0-1],Law,100,0,0,0,0,0,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],3,10,7,7,10,5,[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],20,5,25,25,10,15,[16-20],[0-15],[21-100],[21-100],[0-15],[0-15],6,3,6,10,8,[6-8],[0-5],[6-8],[9-10],[6-8],9,6,7,9,6,5,[9-10],[6-8],[6-8],[9-10],[6-8],[0-5],7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],-0.06,[-1-0],7,10,?,[7-10],[10-20],[0-2],10,3,[9-10],[0-4],0,1,0,0
0,1,female,23,27,4,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,35,20,20,20,0,5,[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,9,8,4,[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],6,9,7,6,7,6,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.33,[0-0.33],4,3,4,[0-4],[0-3],[3-5],6,6,[6-8],[5-6],0,1,0,0
0,1,female,23,22,1,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,60,0,0,40,0,0,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],6,8,10,6,7,6,[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],6,9,9,6,8,2,[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.37,[0.33-1],4,3,4,[0-4],[0-3],[3-5],7,6,[6-8],[5-6],0,1,0,0
0,1,female,23,22,1,[0-1],'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,[0-1],[0-1],law,19,18,19,18,14,12,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],10,10,10,10,10,10,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],4,7,9,4,3,2,[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],-0.51,[-1-0],4,3,4,[0-4],[0-3],[3-5],6,2,[6-8],[0-4],1,0,1,0
0,1,female,23,23,0,[0-1],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,30,5,15,40,5,5,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],6,8,8,7,9,8,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],8,6,7,8,2,8,[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.12,[0-0.33],4,3,4,[0-4],[0-3],[3-5],9,4,[9-10],[0-4],0,1,1,1
0,1,female,23,24,1,[0-1],'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,1,[0-1],[0-1],law,30,10,20,10,10,20,[21-100],[0-15],[16-20],[0-15],[0-15],[16-20],9,7,9,7,9,6,[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],5,4,8,8,4,2,[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.35,[0.33-1],4,3,4,[0-4],[0-3],[3-5],4,3,[0-5],[0-4],1,0,1,0
0,1,female,23,25,2,[2-3],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,50,0,30,10,0,10,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],6,6,8,8,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],3,7,6,1,1,1,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.19,[0-0.33],4,3,4,[0-4],[0-3],[3-5],2,2,[0-5],[0-4],0,0,1,0
0,1,female,23,30,7,[7-37],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,35,15,25,10,5,10,[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],5,6,8,4,5,4,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],8,8,8,8,3,4,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.47,[0.33-1],4,3,4,[0-4],[0-3],[3-5],8,7,[6-8],[7-10],0,1,0,0
0,1,female,23,27,4,[4-6],'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,[0-1],[0-1],law,33.33,11.11,11.11,11.11,11.11,22.22,[21-100],[0-15],[0-15],[0-15],[0-15],[21-100],6,7,8,7,8,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],10,25,20,25,5,15,[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],5,7,8,9,5,[0-5],[6-8],[6-8],[9-10],[0-5],4,8,9,2,8,3,[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],0.03,[0-0.33],4,3,4,[0-4],[0-3],[3-5],5,5,[0-5],[5-6],0,0,0,0
