iid,pid,gender,age,age_o,samerace,importance_same_race,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like,met,att_m,sin_m,int_m,fun_m,amb_m,sha_m,decision_o,like_o
1,16,1,21,25,0,2,50,0,30,10,0,10,7,7,8,8,7,7,15,20,20,15,15,15,6,8,8,8,7,4,9,7,4,6,4,6,0,6.8,7.4,8.3,7.3,8,7.2,1,7
2,16,1,24,25,1,2,50,0,30,10,0,10,7,8,7,5,7,7,45,5,25,20,0,5,7,5,10,8,3,8,7,8,3,6,2,6,0,7.7,7.1,7.9,7.5,7.5,6.5,1,7
3,16,1,25,25,1,8,50,0,30,10,0,10,7,6,6,6,6,6,35,10,35,10,10,0,8,9,8,9,8,8,10,10,7,9,9,8,0,6.6,6.8,7.2,6.2,7.1,6,1,6
4,16,1,23,25,1,1,50,0,30,10,0,10,6,6,7,7,8,7,20,20,20,20,10,10,7,8,9,7,8,5,10,8,4,8,2,4,0,7,7.1,7.7,7.5,7.7,7.2,1,6
5,16,1,21,25,1,8,50,0,30,10,0,10,5,8,7,7,7,7,20,5,25,25,10,15,6,3,6,10,8,5,6,7,5,7,8,7,0,5.3,7.7,7.6,7.2,7.8,6.2,0,6
6,16,1,23,25,0,1,50,0,30,10,0,10,6,6,8,8,8,7,10,25,20,25,5,15,5,7,8,9,5,3,7,6,1,1,1,2,0,6.8,7.8,8.6,7,8,6.3,1,6
7,16,1,22,25,0,2,50,0,30,10,0,10,8,8,8,6,6,6,15,15,25,20,15,10,6,6,5,7,7,4,8,7,4,5,4,5,0,7.9,7.6,8.2,7,7.5,6.7,1,7
8,16,1,25,25,1,1,50,0,30,10,0,10,8,7,7,7,8,7,9,18,27,18,18,9,7,4,8,8,8,6,8,8,5,6,7,6,0,8.1,7.7,8.1,7.8,7.4,6.8,1,7
9,16,1,26,25,0,1,50,0,30,10,0,10,6,6,7,8,7,7,20,10,20,30,10,10,7,6,10,7,7,8,9,9,7,6,5,6,0,7,7.4,7.5,7.8,6.9,6.3,1,6
1,17,1,21,30,0,2,35,15,25,10,5,10,3,6,7,5,8,7,15,20,20,15,15,15,6,8,8,8,7,7,6,7,4,6,7,6,0,6.8,7.4,8.3,7.3,8,7.2,0,2
2,17,1,24,30,1,2,35,15,25,10,5,10,5,3,4,3,5,3,45,5,25,20,0,5,7,5,10,8,3,7,5,9,6,7,9,8,0,7.7,7.1,7.9,7.5,7.5,6.5,0,4
3,17,1,25,30,1,8,35,15,25,10,5,10,6,3,5,4,5,4,35,10,35,10,10,0,8,9,8,9,8,8,9,10,7,7,9,8,0,6.6,6.8,7.2,6.2,7.1,6,0,2
4,17,1,23,30,1,1,35,15,25,10,5,10,7,6,3,5,6,5,20,20,20,20,10,10,7,8,9,7,8,7,10,10,7,10,5,5,0,7,7.1,7.7,7.5,7.7,7.2,1,6
5,17,1,21,30,1,8,35,15,25,10,5,10,2,3,4,4,5,3,20,5,25,25,10,15,6,3,6,10,8,6,6,8,5,5,6,6,0,5.3,7.7,7.6,7.2,7.8,6.2,0,3
6,17,1,23,30,0,1,35,15,25,10,5,10,5,6,8,4,5,4,10,25,20,25,5,15,5,7,8,9,5,8,8,8,8,3,4,8,0,6.8,7.8,8.6,7,8,6.3,0,3
7,17,1,22,30,0,2,35,15,25,10,5,10,7,6,5,4,4,3,15,15,25,20,15,10,6,6,5,7,7,7,7,8,7,7,7,8,0,7.9,7.6,8.2,7,7.5,6.7,0,5
8,17,1,25,30,1,1,35,15,25,10,5,10,6,4,7,5,6,4,9,18,27,18,18,9,7,4,8,8,8,6,7,8,5,7,7,6,0,8.1,7.7,8.1,7.8,7.4,6.8,0,4
9,17,1,26,30,0,1,35,15,25,10,5,10,8,6,7,8,6,5,20,10,20,30,10,10,7,6,10,7,7,6,8,9,6,6,6,7,0,7,7.4,7.5,7.8,6.9,6.3,1,8
2,18,1,24,27,1,2,33,11,11,11,11,22,7,7,7,7,7,5,45,5,25,20,0,5,7,5,10,8,3,5,8,7,5,9,5,5,0,7.7,7.1,7.9,7.5,7.5,6.5,1,7
3,18,1,25,27,1,8,33,11,11,11,11,22,4,5,6,4,6,4,35,10,35,10,10,0,8,9,8,9,8,7,9,9,8,9,7,8,0,6.6,6.8,7.2,6.2,7.1,6,0,5
4,18,1,23,27,1,1,33,11,11,11,11,22,6,7,8,6,6,5,20,20,20,20,10,10,7,8,9,7,8,5,9,9,5,9,7,6,0,7,7.1,7.7,7.5,7.7,7.2,0,7
5,18,1,21,27,1,8,33,11,11,11,11,22,5,5,6,5,5,5,20,5,25,25,10,15,6,3,6,10,8,5,5,7,6,7,5,6,0,5.3,7.7,7.6,7.2,7.8,6.2,0,6
6,18,1,23,27,0,1,33,11,11,11,11,22,6,7,8,7,8,5,10,25,20,25,5,15,5,7,8,9,5,4,8,9,2,8,3,5,0,6.8,7.8,8.6,7,8,6.3,0,7
7,18,1,22,27,0,2,33,11,11,11,11,22,8,7,6,7,7,5,15,15,25,20,15,10,6,6,5,7,7,5,7,8,5,9,5,5,0,7.9,7.6,8.2,7,7.5,6.7,1,7
8,18,1,25,27,1,1,33,11,11,11,11,22,9,8,8,8,7,5,9,18,27,18,18,9,7,4,8,8,8,5,6,7,4,5,6,5,0,8.1,7.7,8.1,7.8,7.4,6.8,1,7
9,18,1,26,27,0,1,33,11,11,11,11,22,7,7,7,7,6,5,20,10,20,30,10,10,7,6,10,7,7,6,7,8,7,9,6,7,0,7,7.4,7.5,7.8,6.9,6.3,0,7
1,19,1,21,28,0,2,50,0,25,10,0,15,7,7,8,8,8,9,15,20,20,15,15,15,6,8,8,8,7,7,6,8,9,8,8,7,0,6.8,7.4,8.3,7.3,8,7.2,1,6.5
2,19,1,24,28,1,2,50,0,25,10,0,15,8,6,9,9,8,7,45,5,25,20,0,5,7,5,10,8,3,7,6,8,9,4,5,5,0,7.7,7.1,7.9,7.5,7.5,6.5,1,8
3,19,1,25,28,1,8,50,0,25,10,0,15,7,7,6,8,7,7,35,10,35,10,10,0,8,9,8,9,8,9,9,9,9,9,9,9,0,6.6,6.8,7.2,6.2,7.1,6,1,7
4,19,1,23,28,1,1,50,0,25,10,0,15,7,7,7,10,9,10,20,20,20,20,10,10,7,8,9,7,8,9,8,10,10,7,8,8,0,7,7.1,7.7,7.5,7.7,7.2,1,8
5,19,1,21,28,1,8,50,0,25,10,0,15,5,9,9,9,9,6,20,5,25,25,10,15,6,3,6,10,8,7,5,7,8,7,9,9,0,5.3,7.7,7.6,7.2,7.8,6.2,1,7
6,19,1,23,28,0,1,50,0,25,10,0,15,6,7,7,6,6,6,10,25,20,25,5,15,5,7,8,9,5,7,6,8,8,6,9,9,0,6.8,7.8,8.6,7,8,6.3,1,6
7,19,1,22,28,0,2,50,0,25,10,0,15,9,7,9,9,9,10,15,15,25,20,15,10,6,6,5,7,7,6,6,8,8,8,6,6,0,7.9,7.6,8.2,7,7.5,6.7,1,9
8,19,1,25,28,1,1,50,0,25,10,0,15,8,7,8,10,8,10,9,18,27,18,18,9,7,4,8,8,8,8,8,5,9,8,9,7,0,8.1,7.7,8.1,7.8,7.4,6.8,1,8
9,19,1,26,28,0,1,50,0,25,10,0,15,6,6,6,7,6,6,20,10,20,30,10,10,7,6,10,7,7,8,5,5,6,5,5,7,0,7,7.4,7.5,7.8,6.9,6.3,1,6
10,19,1,26,28,1,4,50,0,25,10,0,15,7,7,7,7,6,6,15,15,15,40,10,5,6,8,10,6,9,9,9,9,9,9,9,9,0,6.5,6.5,6.5,6.5,6,6,1,7
1,20,1,21,24,0,2,100,0,0,0,0,0,6,6,6,6,6,6,15,20,20,15,15,15,6,8,8,8,7,5,6,6,8,10,8,6,0,6.8,7.4,8.3,7.3,8,7.2,0,6
2,20,1,24,24,1,2,100,0,0,0,0,0,6,5,7,7,9,7,45,5,25,20,0,5,7,5,10,8,3,6,7,8,7,9,8,8,0,7.7,7.1,7.9,7.5,7.5,6.5,0,6
3,20,1,25,24,1,8,100,0,0,0,0,0,5,6,8,5,8,6,35,10,35,10,10,0,8,9,8,9,8,8,7,9,7,9,7,8,0,6.6,6.8,7.2,6.2,7.1,6,0,5
4,20,1,23,24,1,1,100,0,0,0,0,0,7,8,8,7,8,7,20,20,20,20,10,10,7,8,9,7,8,8,9,10,10,8,8,10,0,7,7.1,7.7,7.5,7.7,7.2,0,7
5,20,1,21,24,1,8,100,0,0,0,0,0,3,10,7,7,10,5,20,5,25,25,10,15,6,3,6,10,8,9,6,7,9,6,5,10,0,5.3,7.7,7.6,7.2,7.8,6.2,0,4
6,20,1,23,24,0,1,100,0,0,0,0,0,7,10,10,6,10,7,10,25,20,25,5,15,5,7,8,9,5,8,9,9,9,10,7,9,0,6.8,7.8,8.6,7,8,6.3,0,6
7,20,1,22,24,0,2,100,0,0,0,0,0,7,6,8,6,8,7,15,15,25,20,15,10,6,6,5,7,7,8,6,7,7,8,6,7,0,7.9,7.6,8.2,7,7.5,6.7,0,7
8,20,1,25,24,1,1,100,0,0,0,0,0,8,10,9,9,8,8,9,18,27,18,18,9,7,4,8,8,8,7,6,8,7,9,8,8,0,8.1,7.7,8.1,7.8,7.4,6.8,1,8
9,20,1,26,24,0,1,100,0,0,0,0,0,5,6,6,6,6,6,20,10,20,30,10,10,7,6,10,7,7,7,8,7,8,7,8,8,0,7,7.4,7.5,7.8,6.9,6.3,0,6
10,20,1,26,24,1,4,100,0,0,0,0,0,6,6,6,6,6,6,15,15,15,40,10,5,6,8,10,6,9,9,9,8,10,8,8,9,0,6.5,6.5,6.5,6.5,6,6,0,7
40,21,0,25,21,1,9,12,18,20,16,16,18,6,8,7,9,5,7,25,20,25,20,10,0,3,10,8,9,5,3,10,10,6,4,7,4,0,4.3,6.7,6.8,5.9,6.2,4.9,0,9
42,21,0,23,21,1,1,12,18,20,16,16,18,8,9,8,8,7,6,20,25,20,15,10,10,6,9,6,8,4,3,10,9,5,9,2,6,0,6,7,6.8,6.6,6.6,5.8,1,9
43,21,0,24,21,0,1,12,18,20,16,16,18,5,8,8,4,9,3,25,35,30,10,0,0,3,8,3,7,2,4,5,6,4,6,2,5,0,4.1,6.4,7.2,4.6,6.6,4,0,6
44,21,0,24,21,0,3,12,18,20,16,16,18,7,7,8,5,7,2,25,15,25,25,15,15,7,9,8,9,9,6,7,8,6,7,7,8,0,4.9,6.5,6.7,4.5,5.8,4.1,0,6
45,21,0,28,21,0,6,12,18,20,16,16,18,6,8,8,6,8,4,25,15,25,15,0,20,7,8,6,8,7,7,8,8,7,9,6,7,0,5.2,6.2,6.9,3.8,6.6,4.1,0,5
46,21,0,26,21,0,2,12,18,20,16,16,18,6,8,8,6,8,5,20,35,20,10,10,5,7,8,5,7,7,6,7,10,8,9,8,8,0,7.4,6.5,7.1,6.5,6.2,5.1,0,8
47,21,0,30,21,0,2,12,18,20,16,16,18,4,7,7,4,7,3,20,20,25,25,5,5,8,7,9,9,3,9,5,6,5,5,7,5,0,4,5.8,6.5,5.5,6.1,4.6,0,5
48,21,0,22,21,0,9,12,18,20,16,16,18,7,7,7,5,6,3,30,15,25,25,5,0,7,9,6,7,6,3,8,5,5,8,3,4,0,6.7,5.7,5.8,6.6,5.1,4.4,0,6
49,21,0,25,21,1,1,12,18,20,16,16,18,9,9,10,9,9,8,20,20,20,20,5,15,7,10,10,10,8,6,7,8,4,6,4,6,0,6.8,7.3,7.9,7.4,7.2,6.2,1,9
51,21,0,23,21,0,5,12,18,20,16,16,18,7,4,6,4,4,2,25,10,35,15,0,15,6,8,2,10,2,2,8,8,3,2,2,5,0,5.5,5.1,6.3,4.2,5.8,4.2,0,2
52,21,0,21,21,0,10,12,18,20,16,16,18,5,8,8,5,8,2,15,20,15,30,5,15,5,8,6,8,7,6,6,8,6,7,6,6,0,4,6.5,7.1,4.9,6.3,4.7,0,6
53,21,0,28,21,0,2,12,18,20,16,16,18,6,8,7,7,7,2,40,15,20,10,5,10,8,9,8,8,8,6,8,8,7,7,6,7,0,6.6,7,7.6,5.6,7.5,5.2,0,6
54,21,0,28,21,0,1,12,18,20,16,16,18,6,8,7,6,8,2,40,20,20,20,0,0,8,9,8,8,8,5,7,7,7,7,5,5,0,4.4,6.2,6.7,4.6,6.5,4.8,0,6
55,21,0,23,21,0,1,12,18,20,16,16,18,5,9,9,8,9,5,20,25,25,10,10,10,6,10,10,9,10,5,8,10,7,9,5,6,0,6.3,7.1,7.1,7.1,7,5.5,0,8
40,22,0,25,27,0,9,20,20,20,10,10,20,5,7,7,6,7,5,25,20,25,20,10,0,3,10,8,9,5,4,10,8,8,6,4,3,0,4.3,6.7,6.8,5.9,6.2,4.9,0,6
42,22,0,23,27,0,1,20,20,20,10,10,20,5,6,6,5,6,3,20,25,20,15,10,10,6,9,6,8,4,3,6,8,5,5,1,2,0,6,7,6.8,6.6,6.6,5.8,0,3
43,22,0,24,27,0,1,20,20,20,10,10,20,5,7,7,5,7,3,25,35,30,10,0,0,3,8,3,7,2,4,5,5,3,5,1,5,0,4.1,6.4,7.2,4.6,6.6,4,0,4
44,22,0,24,27,0,3,20,20,20,10,10,20,6,8,8,7,7,6,25,15,25,25,15,15,7,9,8,9,9,6,7,6,6,8,5,6,0,4.9,6.5,6.7,4.5,5.8,4.1,1,6
45,22,0,28,27,0,6,20,20,20,10,10,20,6,7,7,4,6,6,25,15,25,15,0,20,7,8,6,8,7,7,7,7,5,6,5,6,0,5.2,6.2,6.9,3.8,6.6,4.1,1,6
46,22,0,26,27,0,2,20,20,20,10,10,20,8,7,7,7,6,7,20,35,20,10,10,5,7,8,5,7,7,5,8,5,5,6,5,5,0,7.4,6.5,7.1,6.5,6.2,5.1,1,7
51,22,0,23,27,0,5,20,20,20,10,10,20,3,4,5,4,4,2,25,10,35,15,0,15,6,8,2,10,2,2,2,3,2,2,1,2,0,5.5,5.1,6.3,4.2,5.8,4.2,0,2
52,22,0,21,27,0,10,20,20,20,10,10,20,3,6,7,5,5,4,15,20,15,30,5,15,5,8,6,8,7,4,6,7,6,5,5,4,0,4,6.5,7.1,4.9,6.3,4.7,0,2
53,22,0,28,27,0,2,20,20,20,10,10,20,7,7,8,6,7,8,40,15,20,10,5,10,8,9,8,8,8,6,8,8,7,8,6,7,0,6.6,7,7.6,5.6,7.5,5.2,1,8
54,22,0,28,27,0,1,20,20,20,10,10,20,4,5,5,4,5,4,40,20,20,20,0,0,8,9,8,8,8,4,7,7,6,6,5,6,0,4.4,6.2,6.7,4.6,6.5,4.8,0,4
55,22,0,23,27,1,1,20,20,20,10,10,20,6,7,7,7,7,7,20,25,25,10,10,10,6,10,10,9,10,5,8,9,7,10,8,7,0,6.3,7.1,7.1,7.1,7,5.5,1,7
40,23,0,25,21,1,9,10,20,40,10,10,10,5,7,6,6,6,7,25,20,25,20,10,0,3,10,8,9,5,5,4,3,7,4,3,1,0,4.3,6.7,6.8,5.9,6.2,4.9,1,8
43,23,0,24,21,0,1,10,20,40,10,10,10,5,7,8,6,6,7,25,35,30,10,0,0,3,8,3,7,2,4,6,5,4,3,2,6,1,4.1,6.4,7.2,4.6,6.6,4,1,7
44,23,0,24,21,0,3,10,20,40,10,10,10,7,7,7,6,6,9,25,15,25,25,15,15,7,9,8,9,9,8,8,8,10,7,8,8,1,4.9,6.5,6.7,4.5,5.8,4.1,1,9
45,23,0,28,21,0,6,10,20,40,10,10,10,6,7,7,6,7,5,25,15,25,15,0,20,7,8,6,8,7,7,8,7,6,6,6,7,0,5.2,6.2,6.9,3.8,6.6,4.1,1,7
46,23,0,26,21,0,2,10,20,40,10,10,10,7,6,7,7,7,6,20,35,20,10,10,5,7,8,5,7,7,6,8,9,8,8,9,8,0,7.4,6.5,7.1,6.5,6.2,5.1,1,7
47,23,0,30,21,0,2,10,20,40,10,10,10,5,6,7,6,6,6,20,20,25,25,5,5,8,7,9,9,3,5,6,6,4,7,4,6,0,4,5.8,6.5,5.5,6.1,4.6,0,6
48,23,0,22,21,0,9,10,20,40,10,10,10,6,6,6,8,6,5,30,15,25,25,5,0,7,9,6,7,6,4,6,6,4,3,3,3,0,6.7,5.7,5.8,6.6,5.1,4.4,0,6
49,23,0,25,21,1,1,10,20,40,10,10,10,7,7,6,7,6,7,20,20,20,20,5,15,7,10,10,10,8,7,8,8,6,7,3,6,0,6.8,7.3,7.9,7.4,7.2,6.2,1,8
51,23,0,23,21,0,5,10,20,40,10,10,10,7,6,5,4,4,4,25,10,35,15,0,15,6,8,2,10,2,4,6,4,1,1,1,2,0,5.5,5.1,6.3,4.2,5.8,4.2,0,6
52,23,0,21,21,0,10,10,20,40,10,10,10,6,6,5,7,5,6,15,20,15,30,5,15,5,8,6,8,7,7,7,6,6,6,5,5,0,4,6.5,7.1,4.9,6.3,4.7,0,6
54,23,0,28,21,0,1,10,20,40,10,10,10,6,7,6,6,5,5,40,20,20,20,0,0,8,9,8,8,8,6,7,7,7,9,7,7,0,4.4,6.2,6.7,4.6,6.5,4.8,0,6
55,23,0,23,21,0,1,10,20,40,10,10,10,6,8,7,6,7,5,20,25,25,10,10,10,6,10,10,9,10,6,9,10,8,10,7,7,0,6.3,7.1,7.1,7.1,7,5.5,0,6
47,24,0,30,27,1,2,10,20,20,15,20,15,5,7,7,7,7,7,20,20,25,25,5,5,8,7,9,9,3,6,6,6,5,6,4,6,0,4,5.8,6.5,5.5,6.1,4.6,0,7
40,25,0,25,25,0,9,20,20,15,15,15,15,7,8,9,6,8,5,25,20,25,20,10,0,3,10,8,9,5,8,10,9,9,8,4,3,0,4.3,6.7,6.8,5.9,6.2,4.9,0,6
43,25,0,24,25,1,1,20,20,15,15,15,15,4,5,10,4,10,4,25,35,30,10,0,0,3,8,3,7,2,8,5,6,6,5,1,6,0,4.1,6.4,7.2,4.6,6.6,4,0,4
44,25,0,24,25,1,3,20,20,15,15,15,15,6,7,9,7,9,3,25,15,25,25,15,15,7,9,8,9,9,7,6,6,7,5,4,7,0,4.9,6.5,6.7,4.5,5.8,4.1,0,5
45,25,0,28,25,1,6,20,20,15,15,15,15,6,8,7,5,8,7,25,15,25,15,0,20,7,8,6,8,7,7,6,6,7,6,6,7,0,5.2,6.2,6.9,3.8,6.6,4.1,0,7
46,25,0,26,25,1,2,20,20,15,15,15,15,7,8,8,6,10,6,20,35,20,10,10,5,7,8,5,7,7,10,8,7,8,7,8,10,1,7.4,6.5,7.1,6.5,6.2,5.1,0,8
47,25,0,30,25,1,2,20,20,15,15,15,15,3,8,9,8,10,5,20,20,25,25,5,5,8,7,9,9,3,6,7,5,5,5,2,6,0,4,5.8,6.5,5.5,6.1,4.6,0,8
49,25,0,25,25,0,1,20,20,15,15,15,15,8,8,9,8,9,8,20,20,20,20,5,15,7,10,10,10,8,9,8,7,8,6,5,8,0,6.8,7.3,7.9,7.4,7.2,6.2,0,9
51,25,0,23,25,1,5,20,20,15,15,15,15,6,5,8,7,10,8,25,10,35,15,0,15,6,8,2,10,2,6,4,7,6,2,2,3,0,5.5,5.1,6.3,4.2,5.8,4.2,0,6
52,25,0,21,25,1,10,20,20,15,15,15,15,5,4,7,5,9,7,15,20,15,30,5,15,5,8,6,8,7,8,7,7,7,6,6,7,0,4,6.5,7.1,4.9,6.3,4.7,0,5
53,25,0,28,25,1,2,20,20,15,15,15,15,7,8,9,7,8,5,40,15,20,10,5,10,8,9,8,8,8,9,8,8,8,8,7,8,0,6.6,7,7.6,5.6,7.5,5.2,0,7
54,25,0,28,25,1,1,20,20,15,15,15,15,5,8,8,6,9,6,40,20,20,20,0,0,8,9,8,8,8,8,9,9,9,7,5,7,0,4.4,6.2,6.7,4.6,6.5,4.8,0,6
55,25,0,23,25,0,1,20,20,15,15,15,15,7,7,7,8,8,6,20,25,25,10,10,10,6,10,10,9,10,8,9,8,10,9,8,9,0,6.3,7.1,7.1,7.1,7,5.5,0,7
40,26,0,25,23,0,9,20,20,20,15,15,10,2,5,5,3,5,2,25,20,25,20,10,0,3,10,8,9,5,8,9,9,8,7,4,3,0,4.3,6.7,6.8,5.9,6.2,4.9,0,2
43,26,0,24,23,1,1,20,20,20,15,15,10,2,6,7,1,7,2,25,35,30,10,0,0,3,8,3,7,2,6,5,7,5,5,2,5,0,4.1,6.4,7.2,4.6,6.6,4,0,2
44,26,0,24,23,1,3,20,20,20,15,15,10,3,8,7,6,6,4,25,15,25,25,15,15,7,9,8,9,9,8,7,7,8,7,7,9,0,4.9,6.5,6.7,4.5,5.8,4.1,0,5
45,26,0,28,23,1,6,20,20,20,15,15,10,4,7,6,1,4,3,25,15,25,15,0,20,7,8,6,8,7,7,6,8,7,6,7,8,0,5.2,6.2,6.9,3.8,6.6,4.1,0,2
46,26,0,26,23,1,2,20,20,20,15,15,10,7,4,5,6,5,4,20,35,20,10,10,5,7,8,5,7,7,10,9,9,10,7,8,10,0,7.4,6.5,7.1,6.5,6.2,5.1,0,6
47,26,0,30,23,1,2,20,20,20,15,15,10,3,7,6,4,6,2,20,20,25,25,5,5,8,7,9,9,3,5,6,6,6,6,6,6,0,4,5.8,6.5,5.5,6.1,4.6,0,2
49,26,0,25,23,0,1,20,20,20,15,15,10,5,8,8,7,7,6,20,20,20,20,5,15,7,10,10,10,8,9,8,7,7,7,8,8,0,6.8,7.3,7.9,7.4,7.2,6.2,0,5
51,26,0,23,23,1,5,20,20,20,15,15,10,6,7,6,5,6,6,25,10,35,15,0,15,6,8,2,10,2,7,3,5,5,3,2,6,0,5.5,5.1,6.3,4.2,5.8,4.2,0,6
52,26,0,21,23,1,10,20,20,20,15,15,10,2,7,6,4,4,4,15,20,15,30,5,15,5,8,6,8,7,8,7,7,7,6,6,7,0,4,6.5,7.1,4.9,6.3,4.7,0,5
53,26,0,28,23,1,2,20,20,20,15,15,10,6,8,8,6,7,5,40,15,20,10,5,10,8,9,8,8,8,9,9,9,9,8,8,8,0,6.6,7,7.6,5.6,7.5,5.2,0,6
54,26,0,28,23,1,1,20,20,20,15,15,10,2,8,7,2,7,2,40,20,20,20,0,0,8,9,8,8,8,8,8,7,8,7,6,7,0,4.4,6.2,6.7,4.6,6.5,4.8,0,3
55,26,0,23,23,0,1,20,20,20,15,15,10,6,6,6,6,6,4,20,25,25,10,10,10,6,10,10,9,10,8,9,8,9,9,8,9,0,6.3,7.1,7.1,7.1,7,5.5,0,6
43,27,0,24,22,0,1,17,10,18,20,25,10,1,6,7,6,4,3,25,35,30,10,0,0,3,8,3,7,2,7,6,5,7,3,5,6,0,4.1,6.4,7.2,4.6,6.6,4,0,2
44,27,0,24,22,0,3,17,10,18,20,25,10,1,3,4,2,2,1,25,15,25,25,15,15,7,9,8,9,9,9,7,7,7,6,5,7,0,4.9,6.5,6.7,4.5,5.8,4.1,0,1
45,27,0,28,22,0,6,17,10,18,20,25,10,3,6,6,4,5,1,25,15,25,15,0,20,7,8,6,8,7,8,8,7,8,6,7,8,0,5.2,6.2,6.9,3.8,6.6,4.1,0,1
46,27,0,26,22,0,2,17,10,18,20,25,10,8,7,6,6,4,4,20,35,20,10,10,5,7,8,5,7,7,9,8,8,8,7,9,10,0,7.4,6.5,7.1,6.5,6.2,5.1,1,6
47,27,0,30,22,0,2,17,10,18,20,25,10,1,4,5,4,4,4,20,20,25,25,5,5,8,7,9,9,3,7,5,6,6,4,5,7,0,4,5.8,6.5,5.5,6.1,4.6,0,3
51,27,0,23,22,0,5,17,10,18,20,25,10,1,2,6,1,6,2,25,10,35,15,0,15,6,8,2,10,2,8,4,4,7,5,3,6,0,5.5,5.1,6.3,4.2,5.8,4.2,0,2
52,27,0,21,22,0,10,17,10,18,20,25,10,1,3,7,1,4,2,15,20,15,30,5,15,5,8,6,8,7,8,7,7,6,6,7,7,0,4,6.5,7.1,4.9,6.3,4.7,0,1
53,27,0,28,22,0,2,17,10,18,20,25,10,6,4,8,3,8,2,40,15,20,10,5,10,8,9,8,8,8,8,8,8,8,8,7,8,0,6.6,7,7.6,5.6,7.5,5.2,0,3
54,27,0,28,22,0,1,17,10,18,20,25,10,2,4,7,3,6,2,40,20,20,20,0,0,8,9,8,8,8,9,9,8,9,8,7,8,0,4.4,6.2,6.7,4.6,6.5,4.8,0,1
55,27,0,23,22,0,1,17,10,18,20,25,10,5,6,6,4,3,4,20,25,25,10,10,10,6,10,10,9,10,9,8,9,10,9,8,10,0,6.3,7.1,7.1,7.1,7,5.5,0,4
44,29,0,24,22,1,3,20,22,18,15,15,10,8,6,7,3,7,2,25,15,25,25,15,15,7,9,8,9,9,7,6,7,6,7,5,7,0,4.9,6.5,6.7,4.5,5.8,4.1,1,6
45,29,0,28,22,1,6,20,22,18,15,15,10,6,8,7,4,7,2,25,15,25,15,0,20,7,8,6,8,7,8,8,6,7,6,6,7,0,5.2,6.2,6.9,3.8,6.6,4.1,1,6
48,29,0,22,22,1,9,20,22,18,15,15,10,8,7,8,8,8,6,30,15,25,25,5,0,7,9,6,7,6,6,8,9,5,9,3,5,0,6.7,5.7,5.8,6.6,5.1,4.4,1,8
49,29,0,25,22,0,1,20,22,18,15,15,10,7,5,6,8,6,4,20,20,20,20,5,15,7,10,10,10,8,7,8,8,7,6,5,7,0,6.8,7.3,7.9,7.4,7.2,6.2,0,5
51,29,0,23,22,1,5,20,22,18,15,15,10,6,7,7,4,6,6,25,10,35,15,0,15,6,8,2,10,2,5,8,5,3,3,3,6,0,5.5,5.1,6.3,4.2,5.8,4.2,1,6
52,29,0,21,22,1,10,20,22,18,15,15,10,6,8,8,5,7,5,15,20,15,30,5,15,5,8,6,8,7,5,7,6,7,5,5,5,0,4,6.5,7.1,4.9,6.3,4.7,1,8
54,29,0,28,22,1,1,20,22,18,15,15,10,6,7,6,4,6,5,40,20,20,20,0,0,8,9,8,8,8,5,8,7,7,7,5,6,0,4.4,6.2,6.7,4.6,6.5,4.8,0,6
55,29,0,23,22,0,1,20,22,18,15,15,10,6,8,7,6,5,3,20,25,25,10,10,10,6,10,10,9,10,6,8,8,8,9,6,7,0,6.3,7.1,7.1,7.1,7,5.5,1,6
40,30,0,25,23,0,9,10,20,20,20,20,10,3,6,6,5,6,5,25,20,25,20,10,0,3,10,8,9,5,6,6,8,7,8,4,2,0,4.3,6.7,6.8,5.9,6.2,4.9,0,6
43,30,0,24,23,1,1,10,20,20,20,20,10,4,6,6,5,7,6,25,35,30,10,0,0,3,8,3,7,2,3,4,7,3,7,1,3,0,4.1,6.4,7.2,4.6,6.6,4,0,6
44,30,0,24,23,1,3,10,20,20,20,20,10,6,9,7,5,6,3,25,15,25,25,15,15,7,9,8,9,9,7,7,7,7,6,7,8,0,4.9,6.5,6.7,4.5,5.8,4.1,0,7
45,30,0,28,23,1,6,10,20,20,20,20,10,4,5,5,2,6,5,25,15,25,15,0,20,7,8,6,8,7,6,6,6,6,6,5,6,0,5.2,6.2,6.9,3.8,6.6,4.1,0,4
46,30,0,26,23,1,2,10,20,20,20,20,10,8,7,7,7,5,5,20,35,20,10,10,5,7,8,5,7,7,6,8,8,9,8,6,7,0,7.4,6.5,7.1,6.5,6.2,5.1,0,7
47,30,0,30,23,1,2,10,20,20,20,20,10,5,5,5,7,7,6,20,20,25,25,5,5,8,7,9,9,3,9,5,6,3,6,3,6,0,4,5.8,6.5,5.5,6.1,4.6,0,8
51,30,0,23,23,1,5,10,20,20,20,20,10,5,5,5,2,4,3,25,10,35,15,0,15,6,8,2,10,2,3,5,6,2,6,4,4,0,5.5,5.1,6.3,4.2,5.8,4.2,0,4
