"iid","pid","gender","age","age_o","samerace","importance_same_race","pref_o_attractive","pref_o_sincere","pref_o_intelligence","pref_o_funny","pref_o_ambitious","pref_o_shared_interests","attractive_o","sinsere_o","intelligence_o","funny_o","ambitous_o","shared_interests_o","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","shared_interests_partner","like","met","decision_o","att_m","sin_m","int_m","fun_m","amb_m","sha_m","dec_m"
15,9,0,24,26,0,3,20,10,20,30,10,10,5,10,8,8,5,5,30,10,20,10,10,20,7,7,7,9,9,7,9,8,9,7,7,7,0,1,5.3,7.3,7.4,7.1,6,6.1,0.3
16,1,0,25,21,0,9,15,20,20,15,15,15,4,9,7,4,6,4,50,0,30,10,0,10,6,6,8,8,6,7,7,8,8,7,7,7,0,0,5.7,8.2,7.8,4.4,6,4.7,0.3
16,2,0,25,24,1,9,45,5,25,20,0,5,8,7,8,3,6,2,50,0,30,10,0,10,6,6,8,8,6,7,8,7,5,7,7,7,0,0,5.7,8.2,7.8,4.4,6,4.7,0.3
16,3,0,25,25,1,9,35,10,35,10,10,0,8,10,10,7,9,9,50,0,30,10,0,10,6,6,8,8,6,7,6,6,6,6,6,6,0,0,5.7,8.2,7.8,4.4,6,4.7,0.3
16,4,0,25,23,1,9,20,20,20,20,10,10,5,10,8,4,8,2,50,0,30,10,0,10,6,6,8,8,6,6,6,7,7,8,7,6,0,0,5.7,8.2,7.8,4.4,6,4.7,0.3
16,5,0,25,21,1,9,20,5,25,25,10,15,5,6,7,5,7,8,50,0,30,10,0,10,6,6,8,8,6,5,8,7,7,7,7,6,0,1,5.7,8.2,7.8,4.4,6,4.7,0.3
16,6,0,25,23,0,9,10,25,20,25,5,15,3,7,6,1,1,1,50,0,30,10,0,10,6,6,8,8,6,6,6,8,8,8,7,6,0,0,5.7,8.2,7.8,4.4,6,4.7,0.3
16,7,0,25,22,0,9,15,15,25,20,15,10,4,8,7,4,5,4,50,0,30,10,0,10,6,6,8,8,6,8,8,8,6,6,6,7,0,0,5.7,8.2,7.8,4.4,6,4.7,0.3
16,8,0,25,25,1,9,9,18,27,18,18,9,6,8,8,5,6,7,50,0,30,10,0,10,6,6,8,8,6,8,7,7,7,8,7,7,0,1,5.7,8.2,7.8,4.4,6,4.7,0.3
16,9,0,25,26,0,9,20,10,20,30,10,10,8,9,9,7,6,5,50,0,30,10,0,10,6,6,8,8,6,6,6,7,8,7,7,6,0,1,5.7,8.2,7.8,4.4,6,4.7,0.3
17,1,0,30,21,0,1,15,20,20,15,15,15,7,6,7,4,6,7,35,15,25,10,5,10,7,7,6,8,4,3,6,7,5,8,7,2,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,2,0,30,24,1,1,45,5,25,20,0,5,7,5,9,6,7,9,35,15,25,10,5,10,7,7,6,8,4,5,3,4,3,5,3,4,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,3,0,30,25,1,1,35,10,35,10,10,0,8,9,10,7,7,9,35,15,25,10,5,10,7,7,6,8,4,6,3,5,4,5,4,2,0,0,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,4,0,30,23,1,1,20,20,20,20,10,10,7,10,10,7,10,5,35,15,25,10,5,10,7,7,6,8,4,7,6,3,5,6,5,6,0,0,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,5,0,30,21,1,1,20,5,25,25,10,15,6,6,8,5,5,6,35,15,25,10,5,10,7,7,6,8,4,2,3,4,4,5,3,3,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,6,0,30,23,0,1,10,25,20,25,5,15,8,8,8,8,3,4,35,15,25,10,5,10,7,7,6,8,4,5,6,8,4,5,4,3,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,7,0,30,22,0,1,15,15,25,20,15,10,7,7,8,7,7,7,35,15,25,10,5,10,7,7,6,8,4,7,6,5,4,4,3,5,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,8,0,30,25,1,1,9,18,27,18,18,9,6,7,8,5,7,7,35,15,25,10,5,10,7,7,6,8,4,6,4,7,5,6,4,4,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
17,9,0,30,26,0,1,20,10,20,30,10,10,6,8,9,6,6,6,35,15,25,10,5,10,7,7,6,8,4,8,6,7,8,6,5,8,0,1,6.9,7.3,8.6,6.1,6.4,6.7,0.8
18,1,0,27,21,0,8,15,20,20,15,15,15,4,9,7,6,5,6,33,11,11,11,11,22,6,8,6,8,9,6,7,5,6,8,6,7,0,0,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,2,0,27,24,1,8,45,5,25,20,0,5,5,8,7,5,9,5,33,11,11,11,11,22,6,8,6,8,9,7,7,7,7,7,5,7,0,0,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,3,0,27,25,1,8,35,10,35,10,10,0,7,9,9,8,9,7,33,11,11,11,11,22,6,8,6,8,9,4,5,6,4,6,4,5,0,0,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,4,0,27,23,1,8,20,20,20,20,10,10,5,9,9,5,9,7,33,11,11,11,11,22,6,8,6,8,9,6,7,8,6,6,5,7,0,0,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,5,0,27,21,1,8,20,5,25,25,10,15,5,5,7,6,7,5,33,11,11,11,11,22,6,8,6,8,9,5,5,6,5,5,5,6,0,1,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,6,0,27,23,0,8,10,25,20,25,5,15,4,8,9,2,8,3,33,11,11,11,11,22,6,8,6,8,9,6,7,8,7,8,5,7,0,0,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,7,0,27,22,0,8,15,15,25,20,15,10,5,7,8,5,9,5,33,11,11,11,11,22,6,8,6,8,9,8,7,6,7,7,5,7,0,0,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,8,0,27,25,1,8,9,18,27,18,18,9,5,6,7,4,5,6,33,11,11,11,11,22,6,8,6,8,9,9,8,8,8,7,5,7,0,1,5.1,7.6,7.9,5.3,7.8,5.6,0.3
18,9,0,27,26,0,8,20,10,20,30,10,10,6,7,8,7,9,6,33,11,11,11,11,22,6,8,6,8,9,7,7,7,7,6,5,7,0,1,5.1,7.6,7.9,5.3,7.8,5.6,0.3
19,1,0,28,21,0,1,15,20,20,15,15,15,7,6,8,9,8,8,50,0,25,10,0,15,10,6,10,10,10,7,7,8,8,8,9,6,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,2,0,28,24,1,1,45,5,25,20,0,5,7,6,8,9,4,5,50,0,25,10,0,15,10,6,10,10,10,8,6,9,9,8,7,8,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,3,0,28,25,1,1,35,10,35,10,10,0,9,9,9,9,9,9,50,0,25,10,0,15,10,6,10,10,10,7,7,6,8,7,7,7,0,0,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,4,0,28,23,1,1,20,20,20,20,10,10,9,8,10,10,7,8,50,0,25,10,0,15,10,6,10,10,10,7,7,7,10,9,10,8,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,5,0,28,21,1,1,20,5,25,25,10,15,7,5,7,8,7,9,50,0,25,10,0,15,10,6,10,10,10,5,9,9,9,9,6,7,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,6,0,28,23,0,1,10,25,20,25,5,15,7,6,8,8,6,9,50,0,25,10,0,15,10,6,10,10,10,6,7,7,6,6,6,6,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,7,0,28,22,0,1,15,15,25,20,15,10,6,6,8,8,8,6,50,0,25,10,0,15,10,6,10,10,10,9,7,9,9,9,10,9,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,8,0,28,25,1,1,9,18,27,18,18,9,8,8,5,9,8,9,50,0,25,10,0,15,10,6,10,10,10,8,7,8,10,8,10,8,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,9,0,28,26,0,1,20,10,20,30,10,10,8,5,5,6,5,5,50,0,25,10,0,15,10,6,10,10,10,6,6,6,7,6,6,6,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
19,10,0,28,26,1,1,15,15,15,40,10,5,9,9,9,9,9,9,50,0,25,10,0,15,10,6,10,10,10,7,7,7,7,6,6,7,0,1,7.7,6.8,7.7,8.5,7.1,7.7,0.9
20,1,0,24,21,0,1,15,20,20,15,15,15,5,6,6,8,10,8,100,0,0,0,0,0,7,7,10,10,10,6,6,6,6,6,6,6,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,2,0,24,24,1,1,45,5,25,20,0,5,6,7,8,7,9,8,100,0,0,0,0,0,7,7,10,10,10,6,5,7,7,9,7,6,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,3,0,24,25,1,1,35,10,35,10,10,0,8,7,9,7,9,7,100,0,0,0,0,0,7,7,10,10,10,5,6,8,5,8,6,5,0,0,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,4,0,24,23,1,1,20,20,20,20,10,10,8,9,10,10,8,8,100,0,0,0,0,0,7,7,10,10,10,7,8,8,7,8,7,7,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,5,0,24,21,1,1,20,5,25,25,10,15,9,6,7,9,6,5,100,0,0,0,0,0,7,7,10,10,10,3,10,7,7,10,5,4,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,6,0,24,23,0,1,10,25,20,25,5,15,8,9,9,9,10,7,100,0,0,0,0,0,7,7,10,10,10,7,10,10,6,10,7,6,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,7,0,24,22,0,1,15,15,25,20,15,10,8,6,7,7,8,6,100,0,0,0,0,0,7,7,10,10,10,7,6,8,6,8,7,7,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,8,0,24,25,1,1,9,18,27,18,18,9,7,6,8,7,9,8,100,0,0,0,0,0,7,7,10,10,10,8,10,9,9,8,8,8,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,9,0,24,26,0,1,20,10,20,30,10,10,7,8,7,8,7,8,100,0,0,0,0,0,7,7,10,10,10,5,6,6,6,6,6,6,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
20,10,0,24,26,1,1,15,15,15,40,10,5,9,9,8,10,8,8,100,0,0,0,0,0,7,7,10,10,10,6,6,6,6,6,6,7,0,1,7.5,7.3,7.9,8.2,8.4,7.3,0.9
21,40,1,21,25,1,8,25,20,25,20,10,0,3,10,10,6,4,7,12,18,20,16,16,18,5,9,7,9,10,6,8,7,9,5,7,9,1,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,43,1,21,24,0,8,25,35,30,10,0,0,4,5,6,4,6,2,12,18,20,16,16,18,5,9,7,9,10,5,8,8,4,9,3,6,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,44,1,21,24,0,8,25,15,25,25,15,15,6,7,8,6,7,7,12,18,20,16,16,18,5,9,7,9,10,7,7,8,5,7,2,6,0,1,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,45,1,21,28,0,8,25,15,25,15,0,20,7,8,8,7,9,6,12,18,20,16,16,18,5,9,7,9,10,6,8,8,6,8,4,5,0,1,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,46,1,21,26,0,8,20,35,20,10,10,5,6,7,10,8,9,8,12,18,20,16,16,18,5,9,7,9,10,6,8,8,6,8,5,8,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,47,1,21,30,0,8,20,20,25,25,5,5,9,5,6,5,5,7,12,18,20,16,16,18,5,9,7,9,10,4,7,7,4,7,3,5,0,1,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,48,1,21,22,0,8,30,15,25,25,5,0,3,8,5,5,8,3,12,18,20,16,16,18,5,9,7,9,10,7,7,7,5,6,3,6,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,49,1,21,25,1,8,20,20,20,20,5,15,6,7,8,4,6,4,12,18,20,16,16,18,5,9,7,9,10,9,9,10,9,9,8,9,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,51,1,21,23,0,8,25,10,35,15,0,15,2,8,8,3,2,2,12,18,20,16,16,18,5,9,7,9,10,7,4,6,4,4,2,2,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,52,1,21,21,0,8,15,20,15,30,5,15,6,6,8,6,7,6,12,18,20,16,16,18,5,9,7,9,10,5,8,8,5,8,2,6,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,53,1,21,28,0,8,40,15,20,10,5,10,6,8,8,7,7,6,12,18,20,16,16,18,5,9,7,9,10,6,8,7,7,7,2,6,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,54,1,21,28,0,8,40,20,20,20,0,0,5,7,7,7,7,5,12,18,20,16,16,18,5,9,7,9,10,6,8,7,6,8,2,6,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
21,55,1,21,23,0,8,20,25,25,10,10,10,5,8,10,7,9,5,12,18,20,16,16,18,5,9,7,9,10,5,9,9,8,9,5,8,0,0,5.2,7.2,7.8,5.8,6.6,5.2,0.2
22,40,1,27,25,0,1,25,20,25,20,10,0,4,10,8,8,6,4,20,20,20,10,10,20,7,8,7,8,7,5,7,7,6,7,5,6,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,42,1,27,23,0,1,20,25,20,15,10,10,3,6,8,5,5,1,20,20,20,10,10,20,7,8,7,8,7,5,6,6,5,6,3,3,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,43,1,27,24,0,1,25,35,30,10,0,0,4,5,5,3,5,1,20,20,20,10,10,20,7,8,7,8,7,5,7,7,5,7,3,4,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,44,1,27,24,0,1,25,15,25,25,15,15,6,7,6,6,8,5,20,20,20,10,10,20,7,8,7,8,7,6,8,8,7,7,6,6,0,1,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,45,1,27,28,0,1,25,15,25,15,0,20,7,7,7,5,6,5,20,20,20,10,10,20,7,8,7,8,7,6,7,7,4,6,6,6,0,1,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,46,1,27,26,0,1,20,35,20,10,10,5,5,8,5,5,6,5,20,20,20,10,10,20,7,8,7,8,7,8,7,7,7,6,7,7,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,51,1,27,23,0,1,25,10,35,15,0,15,2,2,3,2,2,1,20,20,20,10,10,20,7,8,7,8,7,3,4,5,4,4,2,2,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,52,1,27,21,0,1,15,20,15,30,5,15,4,6,7,6,5,5,20,20,20,10,10,20,7,8,7,8,7,3,6,7,5,5,4,2,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,53,1,27,28,0,1,40,15,20,10,5,10,6,8,8,7,8,6,20,20,20,10,10,20,7,8,7,8,7,7,7,8,6,7,8,8,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,54,1,27,28,0,1,40,20,20,20,0,0,4,7,7,6,6,5,20,20,20,10,10,20,7,8,7,8,7,4,5,5,4,5,4,4,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
22,55,1,27,23,1,1,20,25,25,10,10,10,5,8,9,7,10,8,20,20,20,10,10,20,7,8,7,8,7,6,7,7,7,7,7,7,0,0,4.5,6.7,6.6,5.5,6.1,4.2,0.2
23,40,1,21,25,1,9,25,20,25,20,10,0,5,4,3,7,4,3,10,20,40,10,10,10,5,8,6,7,8,5,7,6,6,6,7,8,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,43,1,21,24,0,9,25,35,30,10,0,0,4,6,5,4,3,2,10,20,40,10,10,10,5,8,6,7,8,5,7,8,6,6,7,7,0,1,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,44,1,21,24,0,9,25,15,25,25,15,15,8,8,8,10,7,8,10,20,40,10,10,10,5,8,6,7,8,7,7,7,6,6,9,9,1,1,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,45,1,21,28,0,9,25,15,25,15,0,20,7,8,7,6,6,6,10,20,40,10,10,10,5,8,6,7,8,6,7,7,6,7,5,7,0,1,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,46,1,21,26,0,9,20,35,20,10,10,5,6,8,9,8,8,9,10,20,40,10,10,10,5,8,6,7,8,7,6,7,7,7,6,7,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,47,1,21,30,0,9,20,20,25,25,5,5,5,6,6,4,7,4,10,20,40,10,10,10,5,8,6,7,8,5,6,7,6,6,6,6,0,1,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,48,1,21,22,0,9,30,15,25,25,5,0,4,6,6,4,3,3,10,20,40,10,10,10,5,8,6,7,8,6,6,6,8,6,5,6,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,49,1,21,25,1,9,20,20,20,20,5,15,7,8,8,6,7,3,10,20,40,10,10,10,5,8,6,7,8,7,7,6,7,6,7,8,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,51,1,21,23,0,9,25,10,35,15,0,15,4,6,4,1,1,1,10,20,40,10,10,10,5,8,6,7,8,7,6,5,4,4,4,6,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,52,1,21,21,0,9,15,20,15,30,5,15,7,7,6,6,6,5,10,20,40,10,10,10,5,8,6,7,8,6,6,5,7,5,6,6,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,54,1,21,28,0,9,40,20,20,20,0,0,6,7,7,7,9,7,10,20,40,10,10,10,5,8,6,7,8,6,7,6,6,5,5,6,0,1,5.8,6.9,6.6,5.9,5.9,4.8,0.4
23,55,1,21,23,0,9,20,25,25,10,10,10,6,9,10,8,10,7,10,20,40,10,10,10,5,8,6,7,8,6,8,7,6,7,5,6,0,0,5.8,6.9,6.6,5.9,5.9,4.8,0.4
24,47,1,27,30,1,2,20,20,25,25,5,5,6,6,6,5,6,4,10,20,20,15,20,15,7,9,9,8,8,5,7,7,7,7,7,7,0,1,6,6,6,5,6,4,1
25,40,1,25,25,0,10,25,20,25,20,10,0,8,10,9,9,8,4,20,20,15,15,15,15,7,9,7,8,6,7,8,9,6,8,5,6,0,0,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,43,1,25,24,1,10,25,35,30,10,0,0,8,5,6,6,5,1,20,20,15,15,15,15,7,9,7,8,6,4,5,10,4,10,4,4,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,44,1,25,24,1,10,25,15,25,25,15,15,7,6,6,7,5,4,20,20,15,15,15,15,7,9,7,8,6,6,7,9,7,9,3,5,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,45,1,25,28,1,10,25,15,25,15,0,20,7,6,6,7,6,6,20,20,15,15,15,15,7,9,7,8,6,6,8,7,5,8,7,7,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,46,1,25,26,1,10,20,35,20,10,10,5,10,8,7,8,7,8,20,20,15,15,15,15,7,9,7,8,6,7,8,8,6,10,6,8,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,47,1,25,30,1,10,20,20,25,25,5,5,6,7,5,5,5,2,20,20,15,15,15,15,7,9,7,8,6,3,8,9,8,10,5,8,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,49,1,25,25,0,10,20,20,20,20,5,15,9,8,7,8,6,5,20,20,15,15,15,15,7,9,7,8,6,8,8,9,8,9,8,9,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,51,1,25,23,1,10,25,10,35,15,0,15,6,4,7,6,2,2,20,20,15,15,15,15,7,9,7,8,6,6,5,8,7,10,8,6,0,0,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,52,1,25,21,1,10,15,20,15,30,5,15,8,7,7,7,6,6,20,20,15,15,15,15,7,9,7,8,6,5,4,7,5,9,7,5,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,53,1,25,28,1,10,40,15,20,10,5,10,9,8,8,8,8,7,20,20,15,15,15,15,7,9,7,8,6,7,8,9,7,8,5,7,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,54,1,25,28,1,10,40,20,20,20,0,0,8,9,9,9,7,5,20,20,15,15,15,15,7,9,7,8,6,5,8,8,6,9,6,6,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
25,55,1,25,23,0,10,20,25,25,10,10,10,8,9,8,10,9,8,20,20,15,15,15,15,7,9,7,8,6,7,7,7,8,8,6,7,0,1,7.8,7.2,7.1,7.5,6.2,4.8,0.8
26,40,1,23,25,0,2,25,20,25,20,10,0,8,9,9,8,7,4,20,20,20,15,15,10,7,8,8,8,8,2,5,5,3,5,2,2,0,0,7.8,7.2,7.4,7.4,6.5,6,0.9
26,43,1,23,24,1,2,25,35,30,10,0,0,6,5,7,5,5,2,20,20,20,15,15,10,7,8,8,8,8,2,6,7,1,7,2,2,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,44,1,23,24,1,2,25,15,25,25,15,15,8,7,7,8,7,7,20,20,20,15,15,10,7,8,8,8,8,3,8,7,6,6,4,5,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,45,1,23,28,1,2,25,15,25,15,0,20,7,6,8,7,6,7,20,20,20,15,15,10,7,8,8,8,8,4,7,6,1,4,3,2,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,46,1,23,26,1,2,20,35,20,10,10,5,10,9,9,10,7,8,20,20,20,15,15,10,7,8,8,8,8,7,4,5,6,5,4,6,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,47,1,23,30,1,2,20,20,25,25,5,5,5,6,6,6,6,6,20,20,20,15,15,10,7,8,8,8,8,3,7,6,4,6,2,2,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,49,1,23,25,0,2,20,20,20,20,5,15,9,8,7,7,7,8,20,20,20,15,15,10,7,8,8,8,8,5,8,8,7,7,6,5,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,51,1,23,23,1,2,25,10,35,15,0,15,7,3,5,5,3,2,20,20,20,15,15,10,7,8,8,8,8,6,7,6,5,6,6,6,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,52,1,23,21,1,2,15,20,15,30,5,15,8,7,7,7,6,6,20,20,20,15,15,10,7,8,8,8,8,2,7,6,4,4,4,5,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,53,1,23,28,1,2,40,15,20,10,5,10,9,9,9,9,8,8,20,20,20,15,15,10,7,8,8,8,8,6,8,8,6,7,5,6,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,54,1,23,28,1,2,40,20,20,20,0,0,8,8,7,8,7,6,20,20,20,15,15,10,7,8,8,8,8,2,8,7,2,7,2,3,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
26,55,1,23,23,0,2,20,25,25,10,10,10,8,9,8,9,9,8,20,20,20,15,15,10,7,8,8,8,8,6,6,6,6,6,4,6,0,1,7.8,7.2,7.4,7.4,6.5,6,0.9
27,43,1,22,24,0,1,25,35,30,10,0,0,7,6,5,7,3,5,17,10,18,20,25,10,6,6,7,7,7,1,6,7,6,4,3,2,1,1,8.2,7,6.9,7.6,6.2,6.3,1
27,44,1,22,24,0,1,25,15,25,25,15,15,9,7,7,7,6,5,17,10,18,20,25,10,6,6,7,7,7,1,3,4,2,2,1,1,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,45,1,22,28,0,1,25,15,25,15,0,20,8,8,7,8,6,7,17,10,18,20,25,10,6,6,7,7,7,3,6,6,4,5,1,1,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,46,1,22,26,0,1,20,35,20,10,10,5,9,8,8,8,7,9,17,10,18,20,25,10,6,6,7,7,7,8,7,6,6,4,4,6,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,47,1,22,30,0,1,20,20,25,25,5,5,7,5,6,6,4,5,17,10,18,20,25,10,6,6,7,7,7,1,4,5,4,4,4,3,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,51,1,22,23,0,1,25,10,35,15,0,15,8,4,4,7,5,3,17,10,18,20,25,10,6,6,7,7,7,1,2,6,1,6,2,2,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,52,1,22,21,0,1,15,20,15,30,5,15,8,7,7,6,6,7,17,10,18,20,25,10,6,6,7,7,7,1,3,7,1,4,2,1,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,53,1,22,28,0,1,40,15,20,10,5,10,8,8,8,8,8,7,17,10,18,20,25,10,6,6,7,7,7,6,4,8,3,8,2,3,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,54,1,22,28,0,1,40,20,20,20,0,0,9,9,8,9,8,7,17,10,18,20,25,10,6,6,7,7,7,2,4,7,3,6,2,1,0,1,8.2,7,6.9,7.6,6.2,6.3,1
27,55,1,22,23,0,1,20,25,25,10,10,10,9,8,9,10,9,8,17,10,18,20,25,10,6,6,7,7,7,5,6,6,4,3,4,4,0,1,8.2,7,6.9,7.6,6.2,6.3,1
29,44,1,22,24,1,4,25,15,25,25,15,15,7,6,7,6,7,5,20,22,18,15,15,10,6,9,8,7,8,8,6,7,3,7,2,6,0,1,6.3,7.6,7,6.1,6.4,4.7,0.4
29,45,1,22,28,1,4,25,15,25,15,0,20,8,8,6,7,6,6,20,22,18,15,15,10,6,9,8,7,8,6,8,7,4,7,2,6,0,1,6.3,7.6,7,6.1,6.4,4.7,0.4
29,48,1,22,22,1,4,30,15,25,25,5,0,6,8,9,5,9,3,20,22,18,15,15,10,6,9,8,7,8,8,7,8,8,8,6,8,0,0,6.3,7.6,7,6.1,6.4,4.7,0.4
29,49,1,22,25,0,4,20,20,20,20,5,15,7,8,8,7,6,5,20,22,18,15,15,10,6,9,8,7,8,7,5,6,8,6,4,5,0,1,6.3,7.6,7,6.1,6.4,4.7,0.4
29,51,1,22,23,1,4,25,10,35,15,0,15,5,8,5,3,3,3,20,22,18,15,15,10,6,9,8,7,8,6,7,7,4,6,6,6,0,0,6.3,7.6,7,6.1,6.4,4.7,0.4
29,52,1,22,21,1,4,15,20,15,30,5,15,5,7,6,7,5,5,20,22,18,15,15,10,6,9,8,7,8,6,8,8,5,7,5,8,0,0,6.3,7.6,7,6.1,6.4,4.7,0.4
29,55,1,22,23,0,4,20,25,25,10,10,10,6,8,8,8,9,6,20,22,18,15,15,10,6,9,8,7,8,6,8,7,6,5,3,6,0,0,6.3,7.6,7,6.1,6.4,4.7,0.4
30,40,1,23,25,0,2,25,20,25,20,10,0,6,6,8,7,8,4,10,20,20,20,20,10,7,8,9,8,8,3,6,6,5,6,5,6,0,0,5.9,6.6,7.4,6.1,7.2,5.1,0.3
30,43,1,23,24,1,2,25,35,30,10,0,0,3,4,7,3,7,1,10,20,20,20,20,10,7,8,9,8,8,4,6,6,5,7,6,6,0,0,5.9,6.6,7.4,6.1,7.2,5.1,0.3
30,44,1,23,24,1,2,25,15,25,25,15,15,7,7,7,7,6,7,10,20,20,20,20,10,7,8,9,8,8,6,9,7,5,6,3,7,0,1,5.9,6.6,7.4,6.1,7.2,5.1,0.3
30,45,1,23,28,1,2,25,15,25,15,0,20,6,6,6,6,6,5,10,20,20,20,20,10,7,8,9,8,8,4,5,5,2,6,5,4,0,1,5.9,6.6,7.4,6.1,7.2,5.1,0.3
